BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
8935,29829,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4825,27125,1P MTR M-F 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,1P Meter,,,,,
8800,28417,2P M-SAT 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P,,,,,
6285,26989,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
2275,27062,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
2234,28260,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
6444,28691,1/4P M-F 7:30-18:30,1P SAT-SUN 7:30-18:30,,,,,30,120,,,,,15,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,0,,,,,1/4P,1P,,,,
5054,21452,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
8953,29847,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
8819,28472,3P M-F 7:30-18:30,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P,,,,,
2303,29749,1P MTR M-F 7:30-16:00,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,1,1,6,0,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
7912,25288,1P M-SUN 7:30AM-10PM,,,,,,120,,,,,,60,,,,,,1,,,,,,0001-01-02T08:03:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
6273,28811,P Dis 18.30 - 23.59,2P DIS M-SAT 7:30-18:30,,,,,0,0,,,,,1440,120,,,,,1,0,,,,,0001-01-02T10:03:51+10:05,0001-01-02T04:33:52+10:05,,,,,Disabled Logo,,,,,,1,1,,,,,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,0,6,,,,,Disabled Only,2P Disabled Only,,,,
7877,25243,1P M-F 7:30AM-4PM,1P M-F 6:30PM-10PM,1P SAT-SUN 7:30AM-10PM,,,,120,120,120,,,,60,60,60,,,,0,0,0,,,,0001-01-02T02:03:52+10:05,0001-01-02T08:03:52+10:05,0001-01-02T08:03:52+10:05,,,,,,,,,,1,1,6,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,5,5,0,,,,1P,1P,1P,,,
5904,29378,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
6322,28402,1/4P M-F 7:30-9:30,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,2P S-S 7:30-18:30,,,30,240,30,240,,,15,120,15,120,,,0,0,0,0,,,0001-01-01T19:33:52+10:05,0001-01-02T02:03:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,1,1,1,6,,,0001-01-01T17:33:52+10:05,0001-01-01T19:33:52+10:05,0001-01-02T02:03:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,5,0,,,1/4P,2P Meter,1/4P,2P,,
1296,24936,2P MTR M-F 10:00-16:00,2P MTR SAT 7:30-20:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T20:03:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3606,25111,1/2P MTR M-SAT 7.30 TO 18.30,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,60,240,240,,,,30,120,120,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1/2P Meter,2P,2P,,,
5046,27527,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
7887,25257,1P M-F 7:30AM-4PM,1P M-F 6:30PM-10PM,1P SAT-SUN 7:30AM-10PM,,,,120,120,120,,,,60,60,60,,,,0,0,0,,,,0001-01-02T02:03:52+10:05,0001-01-02T08:03:52+10:05,0001-01-02T08:03:52+10:05,,,,,,,,,,1,1,6,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,5,5,0,,,,1P,1P,1P,,,
738,26816,LZ 15M M-F 7:30-16.30,S/ No Stop M-F 16:30-18:30,2P SAT 7:30-19:30,2P SUN 7:30-18:30,,,0,0,240,240,,,15,1,120,120,,,0,0,0,0,,,0001-01-02T02:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,1,1,6,0,,,0001-01-01T17:33:52+10:05,0001-01-02T02:33:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,6,0,,,Loading Zone 15M,S/ (No Stopping),2P,2P,,
8988,29946,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5481,26979,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
5449,29642,1P SAT-SUN 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,6,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
5305,29680,3P MTR M-F 7.30AM - 6.30PM,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P Meter,,,,,
8881,29722,3P M-F 7:30-18:30,3P SAT 7:30-12:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,3P,3P,,,,
8821,28474,3P M-F 7:30-18:30,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P,,,,,
588,28152,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P,1P,,,
8804,28421,2P M-SAT 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P,,,,,
8815,28468,3P M-F 7:30-18:30,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P,,,,,
6283,27374,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
8807,28424,3P M-F 7:30-18:30,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,3P,,,,,
4832,21793,1P MTR M-F 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,1P Meter,,,,,
5538,28752,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
6661,29069,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
3088,25087,1P RPA M-SUN 7:30-23:00,,,,,,120,,,,,,60,,,,,,0,,,,,,0001-01-02T09:03:52+10:05,,,,,,Residents Permit Accepted,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,1P,,,,,
4657,29070,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1184,26006,2P MTR M-F 10:00-16:00,2P MTR M-F 19:00-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,1,1,6,0,,,0001-01-01T20:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
3493,26682,LZ 30MINS -722 - M-F 7.30-19.30,2P SAT 7:30-19:30,2P SUN 7:30-18:30,,,,0,240,240,,,,30,120,120,,,,0,0,0,,,,0001-01-02T05:33:52+10:05,0001-01-02T05:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,6,0,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,5,6,0,,,,Loading Zone 30M 722,2P,2P,,,
8290,26759,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 6:30PM-8:30PM,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P Meter,1P,,,
836,24500,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
4831,21792,1P MTR M-F 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,1P Meter,,,,,
3261,24357,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4830,21791,1P MTR M-F 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,0001-01-02T04:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,5,,,,,,1P Meter,,,,,
4659,21431,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
8557,27707,2P RPA 1B 7:30-23:00 M-SUN,,,,,,240,,,,,,120,,,,,,1,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 1B,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,0,,,,,,2P,,,,,
8925,29817,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4650,28912,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
3948,30009,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
1746,26340,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P,1P,,,
5564,28513,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
6866,20840,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6868,20842,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
6876,20850,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
2573,26487,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
6416,28506,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
2166,27583,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,1,1,0,,,,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-01T17:33:52+10:05,,,,6,6,0,,,,1P Meter,2P,2P,,,
7064,28526,1P MTR M-SAT 7:30-18:30,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,1P Meter,1P,,,,
2549,23757,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
8877,29718,2P M-SAT 7:30-23:00,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T09:03:52+10:05,,,,,,Resident Permit Area 5,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P,,,,,
8944,29838,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Meter,4P Meter,,,,
2642,24366,1P MTR M-F 7:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,1P Meter,1P Meter,,,,
1920,28498,P DIS AOT 20:30 TO 23:59,2P DIS 7.30AM TO 8.30PM,,,,,0,0,,,,,1440,120,,,,,1,1,,,,,0001-01-02T10:03:51+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,,,1,1,,,,,0001-01-02T06:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,0,0,,,,,Disabled Only,2P Disabled Only,,,,
2570,26486,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
8908,29808,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
8975,29933,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5283,26855,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,3P Meter,,,,,
6060,26192,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
6065,26016,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
6907,20879,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
2571,26028,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,0001-01-02T06:33:52+10:05,,,,,,,,,,,,1,,,,,,0001-01-01T17:33:52+10:05,,,,,,6,,,,,,2P Meter,,,,,
1215,26562,1P MTR M-F 10:00-16:00,2P MTR M-F 19:00-20:30,1P MTR SAT 7.30-6.30PM,2P MTR SAT 6.30PM - 8.30PM,,,120,240,120,240,,,60,120,60,120,,,0,0,0,0,,,0001-01-02T02:03:52+10:05,0001-01-02T06:33:52+10:05,0001-01-02T04:33:52+10:05,0001-01-02T06:33:52+10:05,,,,,,,,,1,1,6,6,,,0001-01-01T20:03:52+10:05,0001-01-02T05:03:52+10:05,0001-01-01T17:33:52+10:05,0001-01-02T04:33:52+10:05,,,5,5,6,6,,,1P Meter,2P Meter,1P Meter,2P Meter,,
3398,25744,2P RPA M-F 7:30-18:30,2P RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P,2P,,,,
3678,25759,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5081,21479,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-02T04:33:52+10:05,,,,,,,,,,,1,0,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,6,0,,,,,2P Meter,2P,,,,
6861,27350,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,0001-01-02T04:33:52+10:05,0001-01-01T22:33:52+10:05,,,,,,,,,,,1,6,,,,,0001-01-01T17:33:52+10:05,0001-01-01T17:33:52+10:05,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
